City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,State Code,Race,Count
Fontana,California,29.5,100644.0,106828.0,207472,61448.0,CA,Black or African-American,16986
Lauderhill,Florida,35.7,32813.0,38761.0,71574,25471.0,FL,Hispanic or Latino,6089
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,15212.0,IL,Black or African-American,12671
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,15212.0,IL,Asian,9788
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,36907.0,MA,Asian,15932
Providence,Rhode Island,29.9,89090.0,90114.0,179204,53532.0,RI,Asian,13432
Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,6313.0,AR,White,68830
Santa Rosa,California,37.9,86840.0,88149.0,174989,33015.0,CA,White,138506
Union City,California,38.5,38599.0,35911.0,74510,32752.0,CA,White,16845
Lakeland,Florida,38.1,47840.0,56570.0,104410,11592.0,FL,Black or African-American,25111
Lakeland,Florida,38.1,47840.0,56570.0,104410,11592.0,FL,Asian,3348
Boulder,Colorado,29.0,56342.0,51000.0,107342,12993.0,CO,White,98243
Richmond,Virginia,33.6,104793.0,115496.0,220289,15741.0,VA,Asian,6626
Marysville,Washington,33.2,33436.0,33337.0,66773,7721.0,WA,American Indian and Alaska Native,3260
Beaverton,Oregon,35.6,47325.0,49252.0,96577,18933.0,OR,Asian,10538
Bayonne,New Jersey,39.7,32705.0,33598.0,66303,21899.0,NJ,Asian,7171
Lakewood,Colorado,37.7,76013.0,76576.0,152589,14169.0,CO,Black or African-American,2679
Santa Barbara,California,37.8,45068.0,46784.0,91852,19441.0,CA,White,73659
Yuba City,California,34.5,33654.0,33290.0,66944,18032.0,CA,Hispanic or Latino,20890
Palo Alto,California,40.2,31451.0,35397.0,66848,23348.0,CA,American Indian and Alaska Native,556
Pueblo,Colorado,37.6,55635.0,53784.0,109419,3578.0,CO,White,86097
The Villages,Florida,70.5,,,72590,4034.0,FL,Hispanic or Latino,1066
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,19146.0,IN,Black or African-American,46319
Santa Ana,California,30.8,167503.0,167920.0,335423,152999.0,CA,Black or African-American,5813
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,2064.0,ND,Asian,930
Phoenix,Arizona,33.8,786833.0,776168.0,1563001,300702.0,AZ,Hispanic or Latino,669914
Daly City,California,39.7,53817.0,52757.0,106574,56640.0,CA,White,25522
South San Francisco,California,39.4,34177.0,33094.0,67271,27528.0,CA,Black or African-American,2327
Vacaville,California,35.8,50091.0,46703.0,96794,10577.0,CA,Hispanic or Latino,23395
Bloomington,Indiana,23.5,40588.0,43227.0,83815,10033.0,IN,Hispanic or Latino,3643
Independence,Missouri,38.6,54348.0,62907.0,117255,4911.0,MO,White,98940
Independence,Missouri,38.6,54348.0,62907.0,117255,4911.0,MO,Black or African-American,10394
Kennewick,Washington,32.0,38492.0,40411.0,78903,8376.0,WA,American Indian and Alaska Native,1101
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,4262.0,AZ,Asian,2646
Antioch,California,34.0,54733.0,55809.0,110542,24942.0,CA,Hispanic or Latino,35563
Brandon,Florida,36.1,55679.0,58289.0,113968,16390.0,FL,Asian,9440
Kansas City,Kansas,33.4,74606.0,76655.0,151261,25507.0,KS,Black or African-American,40177
Waukegan,Illinois,32.3,45514.0,42833.0,88347,30997.0,IL,Asian,4933
Eugene,Oregon,33.4,79071.0,84377.0,163448,14503.0,OR,Hispanic or Latino,17356
Eugene,Oregon,33.4,79071.0,84377.0,163448,14503.0,OR,Black or African-American,5632
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,9704.0,CO,American Indian and Alaska Native,3271
Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,3732.0,NC,Black or African-American,13253
Mesquite,Texas,34.6,69240.0,75884.0,145124,26755.0,TX,Black or African-American,37339
Hawthorne,California,33.7,43682.0,44762.0,88444,32107.0,CA,Hispanic or Latino,50115
Boca Raton,Florida,47.3,44760.0,48466.0,93226,21117.0,FL,Asian,2494
Cary,North Carolina,39.9,78932.0,81582.0,160514,30008.0,NC,Hispanic or Latino,10327
Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,3755.0,MO,Asian,1271
Melbourne,Florida,43.4,39180.0,40956.0,80136,9685.0,FL,American Indian and Alaska Native,251
Palm Bay,Florida,40.7,51767.0,56128.0,107895,12070.0,FL,Black or African-American,20891
Plantation,Florida,40.6,42881.0,49674.0,92555,27902.0,FL,Hispanic or Latino,26401
Overland Park,Kansas,38.2,93355.0,93156.0,186511,21407.0,KS,Black or African-American,10685
Olathe,Kansas,33.0,65046.0,69270.0,134316,11913.0,KS,Asian,6288
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,12934.0,SD,White,149298
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,1815.0,VA,Black or African-American,52972
Kansas City,Missouri,35.9,228430.0,246931.0,475361,37787.0,MO,Hispanic or Latino,46037
North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,2787.0,AR,White,34118
Jackson,Tennessee,35.3,30007.0,36973.0,66980,2097.0,TN,Asian,1171
Bryan,Texas,29.4,41761.0,40345.0,82106,12014.0,TX,American Indian and Alaska Native,3557
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4364.0,VA,Hispanic or Latino,2689
Spokane,Washington,36.6,102756.0,110511.0,213267,13253.0,WA,Asian,9059
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,35320.0,CO,Asian,22619
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,9855.0,TX,White,82860
McKinney,Texas,35.6,77339.0,85548.0,162887,25760.0,TX,White,129192
Huntsville,Alabama,38.1,91764.0,97350.0,189114,12691.0,AL,Black or African-American,61561
Lynwood,California,29.4,35634.0,36371.0,72005,28061.0,CA,Black or African-American,5346
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,10631.0,RI,White,64806
Amarillo,Texas,33.8,99391.0,100260.0,199651,21124.0,TX,Asian,8563
Lexington-Fayette  county,Kentucky,34.4,154032.0,160456.0,314488,28613.0,KY,Hispanic or Latino,21766
Henderson,Nevada,42.5,139412.0,146246.0,285658,35666.0,NV,Hispanic or Latino,47154
Henderson,Nevada,42.5,139412.0,146246.0,285658,35666.0,NV,White,234301
Norfolk,Virginia,30.2,128917.0,117476.0,246393,16702.0,VA,White,127741
Richardson,Texas,35.5,54676.0,56151.0,110827,29579.0,TX,White,76116
Arvada,Colorado,41.0,54870.0,60165.0,115035,4921.0,CO,Hispanic or Latino,16419
Hollywood,Florida,41.4,75358.0,74363.0,149721,55158.0,FL,White,107916
Chesapeake,Virginia,36.7,114964.0,120465.0,235429,13966.0,VA,Black or African-American,73850
Columbus,Ohio,32.5,413981.0,435086.0,849067,101129.0,OH,Asian,48974
Saint George,Utah,37.3,38732.0,41475.0,80207,4824.0,UT,Asian,1649
Turlock,California,36.2,33190.0,39103.0,72293,14686.0,CA,Hispanic or Latino,23559
Spring Hill,Florida,45.1,48295.0,54902.0,103197,7893.0,FL,Hispanic or Latino,15838
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,7443.0,WI,Asian,2537
Syracuse,New York,30.3,69462.0,74690.0,144152,17733.0,NY,White,88679
Kendall,Florida,40.2,36658.0,39808.0,76466,31180.0,FL,White,70266
Redondo Beach,California,43.0,34855.0,33330.0,68185,13536.0,CA,American Indian and Alaska Native,1007
Redding,California,38.8,42530.0,49049.0,91579,5181.0,CA,Hispanic or Latino,9143
Redding,California,38.8,42530.0,49049.0,91579,5181.0,CA,White,81244
Walnut Creek,California,47.6,31994.0,36912.0,68906,13624.0,CA,Black or African-American,1705
Mission,Texas,32.9,40530.0,42777.0,83307,22608.0,TX,White,77985
Livonia,Michigan,47.4,45369.0,49264.0,94633,7175.0,MI,Asian,2719
McAllen,Texas,32.3,68332.0,71921.0,140253,37691.0,TX,Black or African-American,3332
Cheektowaga,New York,40.7,37476.0,38599.0,76075,3532.0,NY,White,63541
Oceanside,California,39.4,87482.0,88232.0,175714,37492.0,CA,Hispanic or Latino,62100
Orlando,Florida,33.1,130940.0,139977.0,270917,50558.0,FL,Hispanic or Latino,89306
Parma,Ohio,40.8,38425.0,41518.0,79943,6909.0,OH,Asian,974
Harlingen,Texas,30.1,32404.0,33365.0,65769,10391.0,TX,Asian,2166
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,62210.0,FL,Hispanic or Latino,60519
Alhambra,California,41.0,42184.0,43388.0,85572,44441.0,CA,American Indian and Alaska Native,687
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,29899.0,MA,American Indian and Alaska Native,1176
Brentwood,New York,34.2,31395.0,32397.0,63792,27058.0,NY,American Indian and Alaska Native,4242
Riverside,California,31.4,160613.0,161810.0,322423,69584.0,CA,American Indian and Alaska Native,5338
Menifee,California,37.1,42866.0,44297.0,87163,12481.0,CA,Asian,7108
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3482.0,MI,White,56866
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3482.0,MI,Black or African-American,19194
Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,11888.0,NM,Hispanic or Latino,60614
Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,11888.0,NM,American Indian and Alaska Native,2368
Yakima,Washington,34.0,45147.0,48553.0,93700,15717.0,WA,Black or African-American,924
Carson,California,40.4,43790.0,49506.0,93296,33860.0,CA,White,28801
Carson,California,40.4,43790.0,49506.0,93296,33860.0,CA,American Indian and Alaska Native,2119
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,20717.0,MI,American Indian and Alaska Native,1935
Des Moines,Iowa,34.5,103726.0,106591.0,210317,23857.0,IA,Hispanic or Latino,25306
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,23642.0,FL,Black or African-American,25344
Greeley,Colorado,31.0,50792.0,50091.0,100883,11480.0,CO,Black or African-American,2856
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,18033.0,MI,Asian,10759
Missouri City,Texas,37.2,34932.0,36846.0,71778,18556.0,TX,Black or African-American,28070
Orange,California,35.0,67337.0,73658.0,140995,34550.0,CA,Hispanic or Latino,46255
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,32935.0,MA,American Indian and Alaska Native,351
Everett,Washington,37.0,56212.0,51800.0,108012,19499.0,WA,White,88395
Citrus Heights,California,37.8,41982.0,45071.0,87053,9466.0,CA,American Indian and Alaska Native,1514
Gainesville,Florida,26.0,60803.0,69330.0,130133,15272.0,FL,Hispanic or Latino,12208
San Mateo,California,39.3,50966.0,52558.0,103524,34957.0,CA,American Indian and Alaska Native,682
Milpitas,California,36.8,40098.0,37519.0,77617,39436.0,CA,White,17127
Fontana,California,29.5,100644.0,106828.0,207472,61448.0,CA,Asian,14281
Rockford,Illinois,36.3,71076.0,78270.0,149346,18323.0,IL,Black or African-American,33122
Tampa,Florida,35.3,175517.0,193511.0,369028,58795.0,FL,Hispanic or Latino,95154
Santa Monica,California,40.6,46732.0,46487.0,93219,24448.0,CA,Black or African-American,9663
Boulder,Colorado,29.0,56342.0,51000.0,107342,12993.0,CO,Black or African-American,1615
Champaign,Illinois,28.7,43326.0,42760.0,86086,12261.0,IL,Hispanic or Latino,4015
Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,2833.0,WI,Hispanic or Latino,1488
Inglewood,California,34.9,52995.0,58661.0,111656,34171.0,CA,White,33966
Enterprise,Nevada,34.1,69146.0,66328.0,135474,31173.0,NV,Hispanic or Latino,25307
Enterprise,Nevada,34.1,69146.0,66328.0,135474,31173.0,NV,Asian,35444
Decatur,Illinois,40.4,34646.0,38210.0,72856,1224.0,IL,Black or African-American,17939
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,5404.0,IA,Hispanic or Latino,5328
German,Maryland,34.9,41115.0,43007.0,84122,27877.0,MD,Asian,15921
Shawnee,Kansas,40.1,32313.0,32745.0,65058,4136.0,KS,Hispanic or Latino,4864
Shawnee,Kansas,40.1,32313.0,32745.0,65058,4136.0,KS,Black or African-American,7296
Palo Alto,California,40.2,31451.0,35397.0,66848,23348.0,CA,White,43019
Pueblo,Colorado,37.6,55635.0,53784.0,109419,3578.0,CO,American Indian and Alaska Native,7306
The Villages,Florida,70.5,,,72590,4034.0,FL,Black or African-American,331
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,19146.0,IN,American Indian and Alaska Native,3577
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,19070.0,MA,White,52205
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,19070.0,MA,Asian,5993
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,8789.0,SC,White,48956
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,12693.0,NH,Black or African-American,4147
North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,2787.0,AR,Black or African-American,30766
Jurupa Valley,California,33.8,49430.0,50884.0,100314,25338.0,CA,Asian,4992
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,15431.0,FL,Hispanic or Latino,12553
Temple,Texas,33.6,33512.0,38785.0,72297,3968.0,TX,Black or African-American,14747
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,35320.0,CO,White,374900
Waterbury,Connecticut,36.2,52235.0,56572.0,108807,19967.0,CT,American Indian and Alaska Native,492
Rockville,Maryland,38.1,31205.0,35793.0,66998,25047.0,MD,American Indian and Alaska Native,594
Cape Coral,Florida,45.0,85626.0,89604.0,175230,24185.0,FL,Asian,3314
Killeen,Texas,29.2,69442.0,71367.0,140809,15769.0,TX,Black or African-American,54601
Daly City,California,39.7,53817.0,52757.0,106574,56640.0,CA,Black or African-American,5401
Manteca,California,35.3,37053.0,38397.0,75450,13942.0,CA,Asian,8172
Duluth,Minnesota,34.7,41271.0,44855.0,86126,2258.0,MN,American Indian and Alaska Native,1894
Bloomington,Indiana,23.5,40588.0,43227.0,83815,10033.0,IN,White,71200
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,16640.0,AR,White,102312
Oxnard,California,31.0,101906.0,105346.0,207252,78678.0,CA,American Indian and Alaska Native,6241
Huntington Beach,California,41.6,99967.0,101960.0,201927,35368.0,CA,Asian,29095
Bk,California,37.0,50405.0,54909.0,105314,32435.0,CA,White,79582
Evanston,Illinois,36.8,34146.0,41377.0,75523,15003.0,IL,White,54496
Atascocita,Texas,32.8,37424.0,40816.0,78240,8657.0,TX,American Indian and Alaska Native,1024
Surprise,Arizona,39.4,62875.0,65567.0,128442,9929.0,AZ,Hispanic or Latino,25366
Surprise,Arizona,39.4,62875.0,65567.0,128442,9929.0,AZ,White,115419
Miramar,Florida,36.6,66157.0,70958.0,137115,57179.0,FL,White,58914
Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,3732.0,NC,Hispanic or Latino,11947
Lorain,Ohio,35.6,30844.0,32807.0,63651,1531.0,OH,Hispanic or Latino,19342
Dothan,Alabama,38.9,32172.0,35364.0,67536,1699.0,AL,Asian,1175
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,29000.0,GA,American Indian and Alaska Native,826
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,2375.0,SD,White,63983
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,3803.0,MO,White,82915
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,3803.0,MO,Black or African-American,7100
Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,3755.0,MO,Black or African-American,6964
Warren,Michigan,43.2,64063.0,71293.0,135356,18822.0,MI,Asian,12156
Tacoma,Washington,37.7,100914.0,107036.0,207950,31863.0,WA,White,149859
Tacoma,Washington,37.7,100914.0,107036.0,207950,31863.0,WA,American Indian and Alaska Native,5549
Vista,California,29.3,50680.0,50204.0,100884,23271.0,CA,Asian,7189
Antioch,California,34.0,54733.0,55809.0,110542,24942.0,CA,American Indian and Alaska Native,3462
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,6275.0,PA,Hispanic or Latino,7859
Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,43751.0,OK,Asian,16318
Mountain View,California,33.5,42493.0,37945.0,80438,31857.0,CA,White,51400
Torrance,California,41.2,73209.0,75259.0,148468,43096.0,CA,White,80498
Yonkers,New York,38.0,96580.0,104538.0,201118,61247.0,NY,Black or African-American,38731
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,6295.0,PA,Hispanic or Latino,23409
West Valley City,Utah,30.7,68235.0,67989.0,136224,30712.0,UT,American Indian and Alaska Native,4851
Surprise,Arizona,39.4,62875.0,65567.0,128442,9929.0,AZ,Black or African-American,9079
Hartford,Connecticut,31.0,58042.0,65972.0,124014,28467.0,CT,American Indian and Alaska Native,2451
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4454.0,WI,Asian,5561
Dothan,Alabama,38.9,32172.0,35364.0,67536,1699.0,AL,Hispanic or Latino,1704
El Monte,California,37.3,57961.0,58784.0,116745,59655.0,CA,American Indian and Alaska Native,718
Warren,Michigan,43.2,64063.0,71293.0,135356,18822.0,MI,Hispanic or Latino,3210
Tacoma,Washington,37.7,100914.0,107036.0,207950,31863.0,WA,Hispanic or Latino,25764
Fremont,California,38.3,114383.0,117808.0,232191,109427.0,CA,Hispanic or Latino,29594
Elgin,Illinois,35.7,54852.0,56224.0,111076,30167.0,IL,Hispanic or Latino,48221
Charleston,South Carolina,35.0,63956.0,71568.0,135524,5767.0,SC,Black or African-American,29998
Greenville,North Carolina,26.2,39897.0,50691.0,90588,4183.0,NC,Black or African-American,37355
Redding,California,38.8,42530.0,49049.0,91579,5181.0,CA,Black or African-American,2112
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,5715.0,NC,Asian,2788
Frisco,Texas,37.2,73989.0,80399.0,154388,30913.0,TX,Hispanic or Latino,17093
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,80165.0,OK,White,462306
McAllen,Texas,32.3,68332.0,71921.0,140253,37691.0,TX,Asian,5575
Carlsbad,California,42.1,55119.0,58347.0,113466,17689.0,CA,White,98705
Pasadena,California,37.6,67712.0,74534.0,142246,40779.0,CA,Hispanic or Latino,52717
Naperville,Illinois,38.5,71365.0,75794.0,147159,30399.0,IL,American Indian and Alaska Native,449
Fresno,California,30.0,256130.0,263942.0,520072,103453.0,CA,Black or African-American,46072
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,2878.0,TN,Asian,1877
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,2878.0,TN,American Indian and Alaska Native,400
Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,AZ,Asian,5701
Toms River,New Jersey,43.7,43864.0,43886.0,87750,6852.0,NJ,American Indian and Alaska Native,251
Wyoming,Michigan,32.8,35967.0,39310.0,75277,8612.0,MI,Hispanic or Latino,15325
Lawton,Oklahoma,31.1,51099.0,45560.0,96659,6123.0,OK,Asian,5173
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,17043.0,PA,Hispanic or Latino,57032
San Diego,California,34.5,693826.0,701081.0,1394907,373842.0,CA,Asian,267222
Aurora,Illinois,31.7,101964.0,101751.0,203715,50980.0,IL,White,115903
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,13708.0,MI,Asian,8092
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,70769.0,MN,American Indian and Alaska Native,9238
Madison,Wisconsin,30.7,122596.0,126360.0,248956,30090.0,WI,White,204302
Madison,Wisconsin,30.7,122596.0,126360.0,248956,30090.0,WI,American Indian and Alaska Native,2296
Portland,Maine,40.3,31480.0,35392.0,66872,9229.0,ME,White,59722
College Station,Texas,22.9,54125.0,53774.0,107899,16145.0,TX,American Indian and Alaska Native,605
Lewisville,Texas,31.6,52776.0,52032.0,104808,24865.0,TX,American Indian and Alaska Native,1371
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,65125.0,NC,Black or African-American,138242
Jurupa Valley,California,33.8,49430.0,50884.0,100314,25338.0,CA,American Indian and Alaska Native,1554
Los Angeles,California,35.0,1958998.0,2012898.0,3971896,1485425.0,CA,Asian,512999
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,15431.0,FL,White,49704
Mount Vernon,New York,38.5,31876.0,36745.0,68621,23777.0,NY,American Indian and Alaska Native,356
Dallas,Texas,32.6,639019.0,661063.0,1300082,326825.0,TX,American Indian and Alaska Native,17510
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,5757.0,AZ,American Indian and Alaska Native,3941
East Orange,New Jersey,35.5,29995.0,34967.0,64962,15164.0,NJ,Black or African-American,57859
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,2064.0,ND,American Indian and Alaska Native,4040
Austin,Texas,32.7,475718.0,456122.0,931840,181686.0,TX,Hispanic or Latino,327680
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,7024.0,AZ,Asian,3009
Indianapolis,Indiana,34.1,410615.0,437808.0,848423,72456.0,IN,American Indian and Alaska Native,8656
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,22292.0,MA,Black or African-American,7140
Bakersfield,California,30.6,182154.0,191473.0,373627,71575.0,CA,Black or African-American,34240
Renton,Washington,36.3,52779.0,47468.0,100247,28962.0,WA,Hispanic or Latino,15392
Odessa,Texas,31.2,61119.0,57861.0,118980,15845.0,TX,American Indian and Alaska Native,1134
Bloomington,Indiana,23.5,40588.0,43227.0,83815,10033.0,IN,Asian,9801
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,17587.0,MD,Asian,22551
Kennewick,Washington,32.0,38492.0,40411.0,78903,8376.0,WA,White,65228
Montgomery,Alabama,35.4,94582.0,106004.0,200586,9337.0,AL,American Indian and Alaska Native,1277
Round Rock,Texas,34.9,56646.0,59193.0,115839,18237.0,TX,Black or African-American,13636
Alafaya,Florida,33.5,39504.0,45760.0,85264,15842.0,FL,Asian,10336
Washington,District of Columbia,33.8,319705.0,352523.0,672228,95117.0,DC,American Indian and Alaska Native,6130
